Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_Gls_1,stats_Ast_1,stats_G+A_1,stats_G-PK_1,stats_G+A-PK,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp_1,passing_Att_1,passing_Cmp%_1,passing_Cmp_2,passing_Att_2,passing_Cmp%_2,passing_Cmp_3,passing_Att_3,passing_Cmp%_3,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive_1,gca_PassDead_1,gca_TO_1,gca_Sh_1,gca_Fld_1,gca_Def_1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl_1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Jesús Alberto Angulo,mx MEX,DF,UANL,Liga MX,27-011,1998,21,17,"1,524",16.9,0,3,3,0,0,0,5,0,0.0,0.18,0.18,0.0,0.18,mx MEX,DF,UANL,Liga MX,27-011,1998,16.9,0,4,2,50.0,0.24,0.12,0.0,0.0,0.0,0,0,mx MEX,DF,UANL,Liga MX,27-011,1998,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,UANL,Liga MX,27-011,1998,16.9,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,UANL,Liga MX,27-011,1998,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,UANL,Liga MX,27-011,1998,16.9,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,mx MEX,DF,UANL,Liga MX,27-011,1998,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,UANL,Liga MX,27-011,1998,21,"1,524",73,73.6,16.9,17,86,10,4,17,0,1.83,23,13,10,0.59,0.59,mx MEX,DF,UANL,Liga MX,27-011,1998,16.9,5,0,0,32,33,0,22,27,33,0.0,0.0,0
Gil Alcalá,mx MEX,GK,UNAM,Liga MX,32-196,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,UNAM,Liga MX,32-196,1992,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mx MEX,GK,UNAM,Liga MX,32-196,1992,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,UNAM,Liga MX,32-196,1992,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,UNAM,Liga MX,32-196,1992,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,UNAM,Liga MX,32-196,1992,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,mx MEX,GK,UNAM,Liga MX,32-196,1992,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,UNAM,Liga MX,32-196,1992,4,360,90,17.4,4.0,4,90,4,0,0,13,1.75,3,2,1,0.25,-0.12,mx MEX,GK,UNAM,Liga MX,32-196,1992,4.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
Jesús Alcantar,mx MEX,DF,Necaxa,Liga MX,21-195,2003,6,4,392,4.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Necaxa,Liga MX,21-195,2003,4.4,0,1,0,0.0,0.23,0.0,0.0,0.0,0.0,0,0,mx MEX,DF,Necaxa,Liga MX,21-195,2003,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Necaxa,Liga MX,21-195,2003,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Necaxa,Liga MX,21-195,2003,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Necaxa,Liga MX,21-195,2003,4.4,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,mx MEX,DF,Necaxa,Liga MX,21-195,2003,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Necaxa,Liga MX,21-195,2003,6,392,65,18.9,4.4,4,78,2,2,40,13,0.67,5,7,-2,-0.46,-0.24,mx MEX,DF,Necaxa,Liga MX,21-195,2003,4.4,1,0,0,4,0,0,0,10,2,0.0,0.0,0
Jordy Alcivar,ec ECU,"MF,FW",León,Liga MX,25-189,1999,10,5,395,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ec ECU,"MF,FW",León,Liga MX,25-189,1999,4.4,0,5,3,60.0,1.14,0.68,0.0,0.0,0.0,0,0,ec ECU,"MF,FW",León,Liga MX,25-189,1999,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ec ECU,"MF,FW",León,Liga MX,25-189,1999,4.4,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ec ECU,"MF,FW",León,Liga MX,25-189,1999,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ec ECU,"MF,FW",León,Liga MX,25-189,1999,4.4,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,ec ECU,"MF,FW",León,Liga MX,25-189,1999,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ec ECU,"MF,FW",León,Liga MX,25-189,1999,10,395,40,19.1,4.4,5,66,0,5,13,4,1.0,5,7,-2,-0.46,-0.46,ec ECU,"MF,FW",León,Liga MX,25-189,1999,4.4,0,0,0,6,1,0,11,4,2,0.0,0.0,0
Luis Alfonso Rodríguez,mx MEX,DF,Pachuca,Liga MX,34-020,1991,16,10,964,10.7,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,mx MEX,DF,Pachuca,Liga MX,34-020,1991,10.7,0,7,1,14.3,0.65,0.09,0.0,0.0,0.0,0,0,mx MEX,DF,Pachuca,Liga MX,34-020,1991,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Pachuca,Liga MX,34-020,1991,10.7,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Pachuca,Liga MX,34-020,1991,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Pachuca,Liga MX,34-020,1991,10.7,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,mx MEX,DF,Pachuca,Liga MX,34-020,1991,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Pachuca,Liga MX,34-020,1991,16,964,60,46.6,10.7,10,79,3,6,29,3,0.75,9,18,-9,-0.84,-0.84,mx MEX,DF,Pachuca,Liga MX,34-020,1991,10.7,2,0,0,10,11,1,19,19,19,0.0,0.0,0
Guillermo Allison,mx MEX,GK,Querétaro,Liga MX,34-138,1990,23,23,"2,070",23.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,Querétaro,Liga MX,34-138,1990,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mx MEX,GK,Querétaro,Liga MX,34-138,1990,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,Querétaro,Liga MX,34-138,1990,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,Querétaro,Liga MX,34-138,1990,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,Querétaro,Liga MX,34-138,1990,23.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,mx MEX,GK,Querétaro,Liga MX,34-138,1990,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,Querétaro,Liga MX,34-138,1990,23,"2,070",90,100.0,23.0,23,90,23,0,0,0,0.83,19,38,-19,-0.83,0.0,mx MEX,GK,Querétaro,Liga MX,34-138,1990,23.0,4,0,0,2,2,0,0,0,1,0.0,0.0,0
Facundo Almada,ar ARG,DF,Mazatlán,Liga MX,26-215,1998,14,11,968,10.8,1,0,1,1,0,0,2,1,0.09,0.0,0.09,0.09,0.09,ar ARG,DF,Mazatlán,Liga MX,26-215,1998,10.8,1,6,4,66.7,0.56,0.37,0.17,0.25,0.0,0,0,ar ARG,DF,Mazatlán,Liga MX,26-215,1998,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Mazatlán,Liga MX,26-215,1998,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Mazatlán,Liga MX,26-215,1998,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Mazatlán,Liga MX,26-215,1998,10.8,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,ar ARG,DF,Mazatlán,Liga MX,26-215,1998,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Mazatlán,Liga MX,26-215,1998,14,968,69,46.8,10.8,11,82,9,3,23,1,1.14,11,18,-7,-0.65,-0.49,ar ARG,DF,Mazatlán,Liga MX,26-215,1998,10.8,2,1,0,15,3,0,2,5,15,0.0,0.0,0
Alfonso Alvarado,mx MEX,"FW,MF",León,Liga MX,24-332,2000,16,8,758,8.4,3,2,5,3,0,0,1,0,0.36,0.24,0.59,0.36,0.59,mx MEX,FW,Monterrey,Liga MX,24-332,2000,2.3,1,9,2,22.2,3.88,0.86,0.11,0.5,0.0,0,0,mx MEX,FW,Monterrey,Liga MX,24-332,2000,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Monterrey,Liga MX,24-332,2000,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Monterrey,Liga MX,24-332,2000,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Monterrey,Liga MX,24-332,2000,2.3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,mx MEX,FW,Monterrey,Liga MX,24-332,2000,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Monterrey,Liga MX,24-332,2000,6,209,35,10.1,2.3,1,80,0,5,26,0,1.0,5,4,1,0.43,0.14,mx MEX,FW,Monterrey,Liga MX,24-332,2000,2.3,0,0,0,1,2,0,1,0,2,0.0,0.0,0
Roberto Alvarado,mx MEX,"MF,FW",Guadalajara,Liga MX,26-156,1998,19,18,"1,420",15.8,8,4,12,5,3,4,2,0,0.51,0.25,0.76,0.32,0.57,mx MEX,"MF,FW",Guadalajara,Liga MX,26-156,1998,15.8,8,22,10,45.5,1.39,0.63,0.23,0.5,0.0,3,4,mx MEX,"MF,FW",Guadalajara,Liga MX,26-156,1998,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Guadalajara,Liga MX,26-156,1998,15.8,0.0,0.0,0.0,0.0,0.0,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Guadalajara,Liga MX,26-156,1998,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Guadalajara,Liga MX,26-156,1998,15.8,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,mx MEX,"MF,FW",Guadalajara,Liga MX,26-156,1998,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Guadalajara,Liga MX,26-156,1998,19,"1,420",75,68.6,15.8,18,78,8,1,24,0,1.45,24,16,8,0.51,0.37,mx MEX,"MF,FW",Guadalajara,Liga MX,26-156,1998,15.8,2,0,0,23,25,4,83,5,12,0.0,0.0,0
Ventura Alvarado,us USA,DF,Mazatlán,Liga MX,32-178,1992,5,5,392,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,us USA,DF,Mazatlán,Liga MX,32-178,1992,4.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,us USA,DF,Mazatlán,Liga MX,32-178,1992,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,us USA,DF,Mazatlán,Liga MX,32-178,1992,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,us USA,DF,Mazatlán,Liga MX,32-178,1992,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,us USA,DF,Mazatlán,Liga MX,32-178,1992,4.4,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,us USA,DF,Mazatlán,Liga MX,32-178,1992,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,us USA,DF,Mazatlán,Liga MX,32-178,1992,5,392,78,18.9,4.4,5,78,2,0,0,6,0.4,3,7,-4,-0.92,-0.65,us USA,DF,Mazatlán,Liga MX,32-178,1992,4.4,0,0,0,1,0,0,0,6,2,0.0,0.0,0
Daniel Álvarez,mx MEX,MF,Puebla,Liga MX,30-203,1994,13,6,527,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Puebla,Liga MX,30-203,1994,5.9,0,13,4,30.8,2.22,0.68,0.0,0.0,0.0,0,0,mx MEX,MF,Puebla,Liga MX,30-203,1994,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Puebla,Liga MX,30-203,1994,5.9,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Puebla,Liga MX,30-203,1994,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Puebla,Liga MX,30-203,1994,5.9,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,mx MEX,MF,Puebla,Liga MX,30-203,1994,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Puebla,Liga MX,30-203,1994,13,527,41,25.5,5.9,6,70,1,7,16,4,1.08,5,12,-7,-1.2,-0.79,mx MEX,MF,Puebla,Liga MX,30-203,1994,5.9,1,0,0,5,7,1,23,0,4,0.0,0.0,0
Efrain Alvarez,mx MEX,"MF,FW",Tijuana,Liga MX,22-236,2002,21,18,"1,625",18.1,3,3,6,3,0,0,1,0,0.17,0.17,0.33,0.17,0.33,mx MEX,"MF,FW",Tijuana,Liga MX,22-236,2002,18.1,3,47,22,46.8,2.6,1.22,0.06,0.14,0.0,0,0,mx MEX,"MF,FW",Tijuana,Liga MX,22-236,2002,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Tijuana,Liga MX,22-236,2002,18.1,0.0,0.0,0.0,0.0,0.0,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Tijuana,Liga MX,22-236,2002,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Tijuana,Liga MX,22-236,2002,18.1,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,mx MEX,"MF,FW",Tijuana,Liga MX,22-236,2002,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Tijuana,Liga MX,22-236,2002,21,"1,625",77,78.5,18.1,18,83,13,3,45,0,1.44,23,33,-10,-0.55,-2.37,mx MEX,"MF,FW",Tijuana,Liga MX,22-236,2002,18.1,1,0,0,10,10,1,72,4,9,0.0,0.0,0
Jaime Alvarez,mx MEX,MF,Tijuana,Liga MX,21-356,2003,11,2,339,3.8,1,0,1,1,0,0,0,0,0.27,0.0,0.27,0.27,0.27,mx MEX,MF,Tijuana,Liga MX,21-356,2003,3.8,1,7,4,57.1,1.86,1.06,0.14,0.25,0.0,0,0,mx MEX,MF,Tijuana,Liga MX,21-356,2003,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Tijuana,Liga MX,21-356,2003,3.8,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Tijuana,Liga MX,21-356,2003,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Tijuana,Liga MX,21-356,2003,3.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,mx MEX,MF,Tijuana,Liga MX,21-356,2003,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,FC Juárez,Liga MX,21-356,2003,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,mx MEX,MF,Tijuana,Liga MX,21-356,2003,3.8,0,0,0,3,2,1,16,0,0,0.0,0.0,0
Kevin Álvarez,mx MEX,DF,América,Liga MX,26-026,1999,11,8,768,8.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,América,Liga MX,26-026,1999,8.5,0,6,1,16.7,0.7,0.12,0.0,0.0,0.0,0,0,mx MEX,DF,América,Liga MX,26-026,1999,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,América,Liga MX,26-026,1999,8.5,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,América,Liga MX,26-026,1999,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,América,Liga MX,26-026,1999,8.5,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,mx MEX,DF,América,Liga MX,26-026,1999,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,América,Liga MX,26-026,1999,11,768,70,37.1,8.5,8,86,5,3,26,1,2.11,21,8,13,1.52,2.01,mx MEX,DF,América,Liga MX,26-026,1999,8.5,1,0,0,9,9,0,26,11,13,0.0,0.0,0
Luis Amarilla,py PAR,FW,Mazatlán,Liga MX,29-169,1995,12,10,866,9.6,1,2,3,1,0,1,1,0,0.1,0.21,0.31,0.1,0.31,py PAR,FW,Mazatlán,Liga MX,29-169,1995,9.6,1,21,6,28.6,2.18,0.62,0.05,0.17,0.0,0,1,py PAR,FW,Mazatlán,Liga MX,29-169,1995,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,py PAR,FW,Mazatlán,Liga MX,29-169,1995,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,py PAR,FW,Mazatlán,Liga MX,29-169,1995,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,py PAR,FW,Mazatlán,Liga MX,29-169,1995,9.6,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,py PAR,FW,Mazatlán,Liga MX,29-169,1995,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,py PAR,FW,Mazatlán,Liga MX,29-169,1995,12,866,72,41.8,9.6,10,81,8,2,29,0,0.75,7,15,-8,-0.83,-0.76,py PAR,FW,Mazatlán,Liga MX,29-169,1995,9.6,1,0,0,7,13,2,1,2,7,0.0,0.0,0
